"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify error handling when updating user with invalid ID","48","testUpdateUserWithInvalidId","Surefire suite","Wed Jul 16 20:17:45 GMT 2025","failed","Wed Jul 16 20:17:45 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateUserWithInvalidId"
"Verify that an existing user can be updated with valid data","46","testUpdateUserWithValidData","Surefire suite","Wed Jul 16 20:17:45 GMT 2025","failed","Wed Jul 16 20:17:45 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateUserWithValidData"
"Verify that an existing user can be updated with valid data","50","testUpdateUserWithValidData","Surefire suite","Wed Jul 16 20:17:45 GMT 2025","failed","Wed Jul 16 20:17:45 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateUserWithValidData"
"Verify API can handle concurrent requests","41","testConcurrentRequests","Surefire suite","Wed Jul 16 20:17:45 GMT 2025","failed","Wed Jul 16 20:17:45 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testConcurrentRequests"
"Verify SQL injection protection in user ID parameter","47","testSqlInjectionProtection","Surefire suite","Wed Jul 16 20:17:45 GMT 2025","failed","Wed Jul 16 20:17:45 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testSqlInjectionProtection"
"Verify response time for getting all users is acceptable","72","testGetAllUsersResponseTime","Surefire suite","Wed Jul 16 20:17:43 GMT 2025","failed","Wed Jul 16 20:17:43 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetAllUsersResponseTime"
"Verify appropriate error handling for invalid user IDs","51","testGetSingleUserByInvalidId","Surefire suite","Wed Jul 16 20:17:43 GMT 2025","failed","Wed Jul 16 20:17:43 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByInvalidId"
"Verify error handling for non-numeric user ID","50","testGetSingleUserByNonNumericId","Surefire suite","Wed Jul 16 20:17:43 GMT 2025","failed","Wed Jul 16 20:17:43 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByNonNumericId"
"Verify email format validation","43","testEmailFormatValidation","Surefire suite","Wed Jul 16 20:17:45 GMT 2025","failed","Wed Jul 16 20:17:45 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testEmailFormatValidation"
"Verify error handling for special characters in user ID","62","testGetSingleUserBySpecialCharacterId","Surefire suite","Wed Jul 16 20:17:43 GMT 2025","failed","Wed Jul 16 20:17:43 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserBySpecialCharacterId"
