"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify error handling when creating user with malformed JSON","45","testCreateUserWithMalformedJson","Surefire suite","Wed Jul 16 21:06:59 GMT 2025","failed","Wed Jul 16 21:06:59 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithMalformedJson"
"Verify that all users can be retrieved successfully","3007","testGetAllUsers","Surefire suite","Wed Jul 16 21:06:54 GMT 2025","failed","Wed Jul 16 21:06:57 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetAllUsers"
"Verify appropriate error handling when creating user with invalid data","51","testCreateUserWithInvalidData","Surefire suite","Wed Jul 16 21:06:58 GMT 2025","failed","Wed Jul 16 21:06:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify that a new user can be created with valid data","44","testCreateUserWithValidData","Surefire suite","Wed Jul 16 21:06:58 GMT 2025","failed","Wed Jul 16 21:06:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithValidData"
"Verify response time for getting all users is acceptable","60","testGetAllUsersResponseTime","Surefire suite","Wed Jul 16 21:06:57 GMT 2025","failed","Wed Jul 16 21:06:57 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetAllUsersResponseTime"
"Verify that an existing user can be updated with valid data","50","testUpdateUserWithValidData","Surefire suite","Wed Jul 16 21:06:59 GMT 2025","failed","Wed Jul 16 21:06:59 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateUserWithValidData"
"Verify that a new user can be created with valid data","368","testCreateUserWithValidData","Surefire suite","Wed Jul 16 21:06:58 GMT 2025","failed","Wed Jul 16 21:06:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithValidData"
"Verify that an existing user can be updated with valid data","43","testUpdateUserWithValidData","Surefire suite","Wed Jul 16 21:06:59 GMT 2025","failed","Wed Jul 16 21:06:59 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateUserWithValidData"
"Verify that a single user can be retrieved by valid ID","53","testGetSingleUserByValidId","Surefire suite","Wed Jul 16 21:06:57 GMT 2025","failed","Wed Jul 16 21:06:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify error handling when creating user with empty request body","41","testCreateUserWithEmptyBody","Surefire suite","Wed Jul 16 21:06:59 GMT 2025","failed","Wed Jul 16 21:06:59 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithEmptyBody"
