"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify error handling when deleting user with negative ID","141","testDeleteUserWithNegativeId","Surefire suite","Wed Jul 16 20:18:51 GMT 2025","failed","Wed Jul 16 20:18:51 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testDeleteUserWithNegativeId"
"Verify that an existing user can be updated with valid data","141","testUpdateUserWithValidData","Surefire suite","Wed Jul 16 20:18:51 GMT 2025","failed","Wed Jul 16 20:18:51 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateUserWithValidData"
"Verify appropriate error handling when creating user with invalid data","68","testCreateUserWithInvalidData","Surefire suite","Wed Jul 16 20:18:50 GMT 2025","failed","Wed Jul 16 20:18:50 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify error handling when updating user with invalid ID","59","testUpdateUserWithInvalidId","Surefire suite","Wed Jul 16 20:18:51 GMT 2025","failed","Wed Jul 16 20:18:51 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateUserWithInvalidId"
"Verify error handling when deleting non-existent user","59","testDeleteNonExistentUser","Surefire suite","Wed Jul 16 20:18:51 GMT 2025","failed","Wed Jul 16 20:18:51 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testDeleteNonExistentUser"
"Verify that an existing user can be deleted","68","testDeleteExistingUser","Surefire suite","Wed Jul 16 20:18:51 GMT 2025","failed","Wed Jul 16 20:18:51 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testDeleteExistingUser"
"Verify appropriate error handling for invalid user IDs","149","testGetSingleUserByInvalidId","Surefire suite","Wed Jul 16 20:18:49 GMT 2025","failed","Wed Jul 16 20:18:49 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByInvalidId"
"Verify that a new user can be created with valid data","76","testCreateUserWithValidData","Surefire suite","Wed Jul 16 20:18:50 GMT 2025","failed","Wed Jul 16 20:18:50 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithValidData"
"Verify appropriate error handling when creating user with invalid data","68","testCreateUserWithInvalidData","Surefire suite","Wed Jul 16 20:18:50 GMT 2025","failed","Wed Jul 16 20:18:50 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify error handling when updating non-existent user","58","testUpdateNonExistentUser","Surefire suite","Wed Jul 16 20:18:51 GMT 2025","failed","Wed Jul 16 20:18:51 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateNonExistentUser"
"Verify error handling when deleting user with invalid ID","136","testDeleteUserWithInvalidId","Surefire suite","Wed Jul 16 20:18:51 GMT 2025","failed","Wed Jul 16 20:18:51 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testDeleteUserWithInvalidId"
"Verify that an existing user can be updated with valid data","144","testUpdateUserWithValidData","Surefire suite","Wed Jul 16 20:18:50 GMT 2025","failed","Wed Jul 16 20:18:51 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateUserWithValidData"
"Verify that a single user can be retrieved by valid ID","74","testGetSingleUserByValidId","Surefire suite","Wed Jul 16 20:18:48 GMT 2025","failed","Wed Jul 16 20:18:48 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify error handling for non-numeric user ID","157","testGetSingleUserByNonNumericId","Surefire suite","Wed Jul 16 20:18:49 GMT 2025","failed","Wed Jul 16 20:18:49 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByNonNumericId"
"Verify appropriate error handling for invalid user IDs","153","testGetSingleUserByInvalidId","Surefire suite","Wed Jul 16 20:18:48 GMT 2025","failed","Wed Jul 16 20:18:49 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByInvalidId"
"Verify that an existing user can be updated with valid data","68","testUpdateUserWithValidData","Surefire suite","Wed Jul 16 20:18:50 GMT 2025","failed","Wed Jul 16 20:18:50 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateUserWithValidData"
"Verify that a single user can be retrieved by valid ID","86","testGetSingleUserByValidId","Surefire suite","Wed Jul 16 20:18:48 GMT 2025","failed","Wed Jul 16 20:18:48 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify that a single user can be retrieved by valid ID","76","testGetSingleUserByValidId","Surefire suite","Wed Jul 16 20:18:48 GMT 2025","failed","Wed Jul 16 20:18:48 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify email format validation","59","testEmailFormatValidation","Surefire suite","Wed Jul 16 20:18:51 GMT 2025","failed","Wed Jul 16 20:18:52 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testEmailFormatValidation"
"Verify appropriate error handling when creating user with invalid data","71","testCreateUserWithInvalidData","Surefire suite","Wed Jul 16 20:18:50 GMT 2025","failed","Wed Jul 16 20:18:50 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify API can handle concurrent requests","55","testConcurrentRequests","Surefire suite","Wed Jul 16 20:18:51 GMT 2025","failed","Wed Jul 16 20:18:51 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testConcurrentRequests"
"Verify appropriate error handling when creating user with invalid data","75","testCreateUserWithInvalidData","Surefire suite","Wed Jul 16 20:18:50 GMT 2025","failed","Wed Jul 16 20:18:50 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify error handling when creating user with malformed JSON","63","testCreateUserWithMalformedJson","Surefire suite","Wed Jul 16 20:18:50 GMT 2025","failed","Wed Jul 16 20:18:50 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithMalformedJson"
"Verify response time for getting all users is acceptable","84","testGetAllUsersResponseTime","Surefire suite","Wed Jul 16 20:18:48 GMT 2025","failed","Wed Jul 16 20:18:48 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetAllUsersResponseTime"
"Verify appropriate error handling for invalid user IDs","69","testGetSingleUserByInvalidId","Surefire suite","Wed Jul 16 20:18:49 GMT 2025","failed","Wed Jul 16 20:18:49 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByInvalidId"
"Verify error handling when creating user with empty request body","66","testCreateUserWithEmptyBody","Surefire suite","Wed Jul 16 20:18:50 GMT 2025","failed","Wed Jul 16 20:18:50 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithEmptyBody"
"Verify partial update of user data","61","testPartialUpdateUser","Surefire suite","Wed Jul 16 20:18:51 GMT 2025","failed","Wed Jul 16 20:18:51 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testPartialUpdateUser"
"Verify that a single user can be retrieved by valid ID","98","testGetSingleUserByValidId","Surefire suite","Wed Jul 16 20:18:48 GMT 2025","failed","Wed Jul 16 20:18:48 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify SQL injection protection in user ID parameter","65","testSqlInjectionProtection","Surefire suite","Wed Jul 16 20:18:51 GMT 2025","failed","Wed Jul 16 20:18:51 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testSqlInjectionProtection"
"Verify appropriate error handling when creating user with invalid data","68","testCreateUserWithInvalidData","Surefire suite","Wed Jul 16 20:18:50 GMT 2025","failed","Wed Jul 16 20:18:50 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify XSS protection in user creation","57","testXssProtection","Surefire suite","Wed Jul 16 20:18:51 GMT 2025","failed","Wed Jul 16 20:18:51 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testXssProtection"
