"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify error handling when creating user with empty request body","39","testCreateUserWithEmptyBody","Surefire suite","Wed Jul 16 21:07:38 GMT 2025","failed","Wed Jul 16 21:07:38 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithEmptyBody"
"Verify response time for getting all users is acceptable","61","testGetAllUsersResponseTime","Surefire suite","Wed Jul 16 21:07:36 GMT 2025","failed","Wed Jul 16 21:07:36 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetAllUsersResponseTime"
"Verify that an existing user can be updated with valid data","50","testUpdateUserWithValidData","Surefire suite","Wed Jul 16 21:07:38 GMT 2025","failed","Wed Jul 16 21:07:38 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateUserWithValidData"
"Verify appropriate error handling when creating user with invalid data","47","testCreateUserWithInvalidData","Surefire suite","Wed Jul 16 21:07:38 GMT 2025","failed","Wed Jul 16 21:07:38 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify email format validation","38","testEmailFormatValidation","Surefire suite","Wed Jul 16 21:07:38 GMT 2025","failed","Wed Jul 16 21:07:38 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testEmailFormatValidation"
"Verify SQL injection protection in user ID parameter","42","testSqlInjectionProtection","Surefire suite","Wed Jul 16 21:07:38 GMT 2025","failed","Wed Jul 16 21:07:38 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testSqlInjectionProtection"
"Verify error handling when deleting user with negative ID","37","testDeleteUserWithNegativeId","Surefire suite","Wed Jul 16 21:07:38 GMT 2025","failed","Wed Jul 16 21:07:38 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testDeleteUserWithNegativeId"
"Verify appropriate error handling when creating user with invalid data","48","testCreateUserWithInvalidData","Surefire suite","Wed Jul 16 21:07:37 GMT 2025","failed","Wed Jul 16 21:07:37 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify error handling for non-numeric user ID","42","testGetSingleUserByNonNumericId","Surefire suite","Wed Jul 16 21:07:37 GMT 2025","failed","Wed Jul 16 21:07:37 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByNonNumericId"
"Verify that an existing user can be updated with valid data","39","testUpdateUserWithValidData","Surefire suite","Wed Jul 16 21:07:38 GMT 2025","failed","Wed Jul 16 21:07:38 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateUserWithValidData"
"Verify that a new user can be created with valid data","45","testCreateUserWithValidData","Surefire suite","Wed Jul 16 21:07:37 GMT 2025","failed","Wed Jul 16 21:07:37 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithValidData"
"Verify that a single user can be retrieved by valid ID","78","testGetSingleUserByValidId","Surefire suite","Wed Jul 16 21:07:36 GMT 2025","failed","Wed Jul 16 21:07:36 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify appropriate error handling for invalid user IDs","47","testGetSingleUserByInvalidId","Surefire suite","Wed Jul 16 21:07:37 GMT 2025","failed","Wed Jul 16 21:07:37 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByInvalidId"
"Verify that all users can be retrieved successfully","2298","testGetAllUsers","Surefire suite","Wed Jul 16 21:07:34 GMT 2025","failed","Wed Jul 16 21:07:36 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetAllUsers"
"Verify appropriate error handling for invalid user IDs","48","testGetSingleUserByInvalidId","Surefire suite","Wed Jul 16 21:07:36 GMT 2025","failed","Wed Jul 16 21:07:36 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByInvalidId"
"Verify that a single user can be retrieved by valid ID","50","testGetSingleUserByValidId","Surefire suite","Wed Jul 16 21:07:36 GMT 2025","failed","Wed Jul 16 21:07:36 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify that a new user can be created with valid data","51","testCreateUserWithValidData","Surefire suite","Wed Jul 16 21:07:37 GMT 2025","failed","Wed Jul 16 21:07:37 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithValidData"
"Verify appropriate error handling for invalid user IDs","47","testGetSingleUserByInvalidId","Surefire suite","Wed Jul 16 21:07:36 GMT 2025","failed","Wed Jul 16 21:07:37 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByInvalidId"
"Verify appropriate error handling when creating user with invalid data","44","testCreateUserWithInvalidData","Surefire suite","Wed Jul 16 21:07:38 GMT 2025","failed","Wed Jul 16 21:07:38 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify error handling when updating non-existent user","39","testUpdateNonExistentUser","Surefire suite","Wed Jul 16 21:07:38 GMT 2025","failed","Wed Jul 16 21:07:38 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateNonExistentUser"
"Verify error handling for special characters in user ID","54","testGetSingleUserBySpecialCharacterId","Surefire suite","Wed Jul 16 21:07:37 GMT 2025","failed","Wed Jul 16 21:07:37 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserBySpecialCharacterId"
"Verify XSS protection in user creation","39","testXssProtection","Surefire suite","Wed Jul 16 21:07:38 GMT 2025","failed","Wed Jul 16 21:07:38 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testXssProtection"
"Verify error handling when deleting user with invalid ID","37","testDeleteUserWithInvalidId","Surefire suite","Wed Jul 16 21:07:38 GMT 2025","failed","Wed Jul 16 21:07:38 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testDeleteUserWithInvalidId"
"Verify that a single user can be retrieved by valid ID","48","testGetSingleUserByValidId","Surefire suite","Wed Jul 16 21:07:36 GMT 2025","failed","Wed Jul 16 21:07:36 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify that a single user can be retrieved by valid ID","60","testGetSingleUserByValidId","Surefire suite","Wed Jul 16 21:07:36 GMT 2025","failed","Wed Jul 16 21:07:36 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify that an existing user can be deleted","38","testDeleteExistingUser","Surefire suite","Wed Jul 16 21:07:38 GMT 2025","failed","Wed Jul 16 21:07:38 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testDeleteExistingUser"
"Verify appropriate error handling for invalid user IDs","43","testGetSingleUserByInvalidId","Surefire suite","Wed Jul 16 21:07:36 GMT 2025","failed","Wed Jul 16 21:07:36 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByInvalidId"
"Verify error handling when updating user with invalid ID","48","testUpdateUserWithInvalidId","Surefire suite","Wed Jul 16 21:07:38 GMT 2025","failed","Wed Jul 16 21:07:38 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateUserWithInvalidId"
"Verify appropriate error handling when creating user with invalid data","51","testCreateUserWithInvalidData","Surefire suite","Wed Jul 16 21:07:37 GMT 2025","failed","Wed Jul 16 21:07:37 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify that an existing user can be updated with valid data","47","testUpdateUserWithValidData","Surefire suite","Wed Jul 16 21:07:38 GMT 2025","failed","Wed Jul 16 21:07:38 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateUserWithValidData"
"Verify error handling when deleting non-existent user","32","testDeleteNonExistentUser","Surefire suite","Wed Jul 16 21:07:38 GMT 2025","failed","Wed Jul 16 21:07:38 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testDeleteNonExistentUser"
"Verify appropriate error handling when creating user with invalid data","42","testCreateUserWithInvalidData","Surefire suite","Wed Jul 16 21:07:37 GMT 2025","failed","Wed Jul 16 21:07:38 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify appropriate error handling when creating user with invalid data","49","testCreateUserWithInvalidData","Surefire suite","Wed Jul 16 21:07:37 GMT 2025","failed","Wed Jul 16 21:07:37 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify API can handle concurrent requests","38","testConcurrentRequests","Surefire suite","Wed Jul 16 21:07:38 GMT 2025","failed","Wed Jul 16 21:07:38 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testConcurrentRequests"
"Verify that a new user can be created with valid data","475","testCreateUserWithValidData","Surefire suite","Wed Jul 16 21:07:37 GMT 2025","failed","Wed Jul 16 21:07:37 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithValidData"
"Verify error handling when creating user with malformed JSON","51","testCreateUserWithMalformedJson","Surefire suite","Wed Jul 16 21:07:38 GMT 2025","failed","Wed Jul 16 21:07:38 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithMalformedJson"
"Verify partial update of user data","41","testPartialUpdateUser","Surefire suite","Wed Jul 16 21:07:38 GMT 2025","failed","Wed Jul 16 21:07:38 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testPartialUpdateUser"
"Verify that a single user can be retrieved by valid ID","46","testGetSingleUserByValidId","Surefire suite","Wed Jul 16 21:07:36 GMT 2025","failed","Wed Jul 16 21:07:36 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify appropriate error handling when creating user with invalid data","52","testCreateUserWithInvalidData","Surefire suite","Wed Jul 16 21:07:37 GMT 2025","failed","Wed Jul 16 21:07:37 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
